epoch,learning_rate,loss,mae,r_square,val_loss,val_mae,val_r_square
0,0.0005000000237487257,2.7875750064849854,1.2236343622207642,-1.7728848457336426,0.963383138179779,0.7360264658927917,0.03034532070159912
1,0.0005000000237487257,1.5600756406784058,0.9986441731452942,-0.5454034805297852,1.6380391120910645,0.9809259176254272,-0.6592246294021606
2,0.0005000000237487257,1.4593533277511597,0.9413518309593201,-0.4446943998336792,0.865973711013794,0.6865232586860657,0.12987709045410156
3,0.0005000000237487257,1.1359485387802124,0.8337334394454956,-0.12130117416381836,0.8080064058303833,0.6688154935836792,0.18911290168762207
4,0.0005000000237487257,1.1893713474273682,0.8464614748954773,-0.1747380495071411,1.106743574142456,0.793166995048523,-0.1162341833114624
5,0.0005000000237487257,1.1425762176513672,0.8395912051200867,-0.12795066833496094,0.7149209380149841,0.6707896590232849,0.2842324376106262
6,0.0005000000237487257,0.9963111877441406,0.7810357213020325,0.018304944038391113,0.7977601289749146,0.6764230132102966,0.19955724477767944
7,0.0005000000237487257,0.9859652519226074,0.7690048217773438,0.028640329837799072,1.2867578268051147,0.8616011142730713,-0.30025267601013184
8,0.0005000000237487257,1.0043971538543701,0.7812618017196655,0.010197579860687256,1.076377511024475,0.765204131603241,-0.08523666858673096
9,0.0005000000237487257,0.9306088089942932,0.7499334812164307,0.0839763879776001,0.7066079378128052,0.6544563174247742,0.2926914691925049
10,0.0005000000237487257,0.8425004482269287,0.7023299932479858,0.17208200693130493,0.8714738488197327,0.6907548308372498,0.12418228387832642
11,0.0005000000237487257,0.8285222053527832,0.7045187950134277,0.18605375289916992,0.9492824077606201,0.7198554277420044,0.04464900493621826
12,0.0005000000237487257,0.8477113842964172,0.7302546501159668,0.16686350107192993,0.7431532740592957,0.642041802406311,0.25533026456832886
13,0.0005000000237487257,0.7965219020843506,0.6969868540763855,0.21805155277252197,0.7499727010726929,0.6507734060287476,0.2483600378036499
14,0.0005000000237487257,0.747911810874939,0.669929563999176,0.2666609287261963,0.8114596605300903,0.6594017744064331,0.18551760911941528
15,0.0005000000237487257,0.7779131531715393,0.6934096217155457,0.2366619110107422,0.7301836609840393,0.6478627920150757,0.26858842372894287
16,0.0005000000237487257,0.7614068984985352,0.6894569396972656,0.2531682252883911,0.8556621670722961,0.6667165756225586,0.14033520221710205
17,0.0005000000237487257,0.7417677640914917,0.6508760452270508,0.2728024125099182,0.8749487400054932,0.6835154294967651,0.12061911821365356
18,0.0005000000237487257,0.7383773326873779,0.6597524285316467,0.27618879079818726,0.7922051548957825,0.6411037445068359,0.20518797636032104
19,0.0005000000237487257,0.723843514919281,0.6672903895378113,0.29072242975234985,0.706559419631958,0.6205388903617859,0.2927214503288269
20,0.0005000000237487257,0.6753361225128174,0.6350032091140747,0.33922553062438965,0.7053409814834595,0.6313198208808899,0.29396599531173706
21,0.0005000000237487257,0.6965388059616089,0.6495059132575989,0.3180233836174011,0.7500518560409546,0.657421886920929,0.24826443195343018
22,0.0005000000237487257,0.6851545572280884,0.6444966197013855,0.32939857244491577,1.002380132675171,0.7229138016700745,-0.00964510440826416
23,0.0005000000237487257,0.7081918716430664,0.6422746777534485,0.3063560724258423,0.7612158060073853,0.644782304763794,0.23684436082839966
24,0.0005000000237487257,0.6657646894454956,0.6342400908470154,0.3487849235534668,0.6852821111679077,0.6171641945838928,0.3144572973251343
25,0.0005000000237487257,0.6567100286483765,0.6219837069511414,0.35784149169921875,0.8115422129631042,0.6765173673629761,0.1854109764099121
26,0.0005000000237487257,0.6649057865142822,0.6343390941619873,0.34964561462402344,0.7089803218841553,0.6477751135826111,0.29023128747940063
27,0.0005000000237487257,0.6502314209938049,0.6263885498046875,0.36431872844696045,0.7259098291397095,0.6360092759132385,0.272935152053833
28,0.0005000000237487257,0.5923075079917908,0.5953471660614014,0.4222468137741089,0.694130539894104,0.6555754542350769,0.30541718006134033
29,0.0005000000237487257,0.5969386100769043,0.5997555255889893,0.41762059926986694,0.7048478126525879,0.6593987941741943,0.29446959495544434
30,0.0005000000237487257,0.5810425281524658,0.5968980193138123,0.4335220456123352,0.6812735795974731,0.6401033997535706,0.3185703158378601
31,0.0005000000237487257,0.5823602676391602,0.5993361473083496,0.43220657110214233,0.698692798614502,0.6359966397285461,0.30076879262924194
32,0.0005000000237487257,0.5597929358482361,0.5765736699104309,0.45477980375289917,0.7275707721710205,0.630890965461731,0.2712574005126953
33,0.0005000000237487257,0.5730855464935303,0.5824574828147888,0.44148969650268555,0.72379070520401,0.637389600276947,0.2751242518424988
34,0.0005000000237487257,0.5172019004821777,0.5472779870033264,0.49737870693206787,0.7113961577415466,0.6395503282546997,0.28780317306518555
35,0.0005000000237487257,0.534680962562561,0.5705205202102661,0.4799116849899292,0.7295458912849426,0.6443840265274048,0.26925915479660034
36,0.0005000000237487257,0.5069395303726196,0.5469152927398682,0.5076588988304138,0.6945748329162598,0.6589425802230835,0.3050140142440796
37,0.0005000000237487257,0.4891323745250702,0.5375771522521973,0.5254822373390198,0.6886005401611328,0.645095944404602,0.31113678216934204
38,0.0005000000237487257,0.4973306655883789,0.5405110716819763,0.5172953605651855,0.6785361170768738,0.6372318863868713,0.32143348455429077
39,0.0005000000237487257,0.4796411991119385,0.5327966213226318,0.5349962115287781,0.7033486366271973,0.6547079682350159,0.2960889935493469
40,0.0005000000237487257,0.476567804813385,0.5266493558883667,0.5380836129188538,0.8886383175849915,0.7374081015586853,0.10671782493591309
41,0.0005000000237487257,0.5096750855445862,0.5623614192008972,0.50498366355896,0.7187279462814331,0.6244802474975586,0.2803792953491211
42,0.0005000000237487257,0.45363953709602356,0.521051287651062,0.5610160827636719,0.6891444325447083,0.6407514810562134,0.3106187582015991
43,0.0005000000237487257,0.4371224045753479,0.5048123002052307,0.5775446891784668,0.8074465394020081,0.7246742844581604,0.18972444534301758
44,0.0005000000237487257,0.4416426122188568,0.5163262486457825,0.5730412006378174,0.6933732032775879,0.6603178977966309,0.30632758140563965
45,0.0005000000237487257,0.43376395106315613,0.5098634958267212,0.5809318423271179,0.6933578252792358,0.6625019311904907,0.306357741355896
46,0.0005000000237487257,0.37827667593955994,0.4626777172088623,0.6364296078681946,0.7004919052124023,0.6653660535812378,0.29907411336898804
47,0.0005000000237487257,0.3888191878795624,0.4835786819458008,0.6258974075317383,0.750887393951416,0.695246696472168,0.2475794553756714
48,0.0005000000237487257,0.3610004484653473,0.46374785900115967,0.6537286043167114,0.6909166574478149,0.6502521634101868,0.3088846206665039
49,0.0005000000237487257,0.35303646326065063,0.4498192369937897,0.6617021560668945,0.717159628868103,0.6860053539276123,0.28207266330718994
50,0.0005000000237487257,0.3785076141357422,0.4760555922985077,0.6362451314926147,0.8219524025917053,0.7447300553321838,0.17498379945755005
51,0.0005000000237487257,0.35091274976730347,0.463199257850647,0.6638575792312622,0.7209997177124023,0.6833433508872986,0.27818262577056885
52,0.0005000000237487257,0.35268405079841614,0.4504309892654419,0.6620951890945435,0.7410731315612793,0.7056294083595276,0.25766968727111816
53,0.0005000000237487257,0.317190021276474,0.4381704330444336,0.6976001262664795,0.7566638588905334,0.7022449970245361,0.2417474389076233
54,0.0002500000118743628,0.3430216610431671,0.45490655303001404,0.6717699766159058,0.7350507378578186,0.6898658871650696,0.26383471488952637
55,0.0002500000118743628,0.3127581477165222,0.43512770533561707,0.7020360231399536,0.7047206163406372,0.6855903267860413,0.294838011264801
56,0.0002500000118743628,0.2745835483074188,0.40881073474884033,0.7402147054672241,0.70881587266922,0.6902376413345337,0.29066044092178345
57,0.0002500000118743628,0.26156628131866455,0.38550230860710144,0.7532416582107544,0.7497986555099487,0.7139201760292053,0.2487824559211731
58,0.0002500000118743628,0.2805824279785156,0.4061337411403656,0.7342329025268555,0.7379236221313477,0.7025952935218811,0.26092594861984253
59,0.0002500000118743628,0.25949499011039734,0.3925080895423889,0.7553279995918274,0.7261413335800171,0.6913499236106873,0.27297699451446533
60,0.0002500000118743628,0.25477591156959534,0.3897905647754669,0.7600557208061218,0.7090595364570618,0.6702370047569275,0.29044556617736816
61,0.0002500000118743628,0.27613845467567444,0.3973008096218109,0.7386983633041382,0.7623791694641113,0.7094186544418335,0.23595023155212402
62,0.0002500000118743628,0.26664379239082336,0.3899726867675781,0.748196542263031,0.7503246665000916,0.7149410843849182,0.24827325344085693
63,0.0002500000118743628,0.24199257791042328,0.3873244822025299,0.7728496789932251,0.7197243571281433,0.6945456266403198,0.2795550227165222
64,0.0002500000118743628,0.25590935349464417,0.386081337928772,0.7589393854141235,0.7059729695320129,0.6847379803657532,0.2936161756515503
65,0.0002500000118743628,0.22955937683582306,0.3649219572544098,0.785294771194458,0.8083698153495789,0.7490422129631042,0.18896347284317017
66,0.0002500000118743628,0.24524903297424316,0.3826179504394531,0.7696105241775513,0.7433845400810242,0.6985998153686523,0.2553878426551819
67,0.0002500000118743628,0.2183428853750229,0.357736736536026,0.7965205907821655,0.7763738632202148,0.725860595703125,0.2216758131980896
68,0.0002500000118743628,0.21521280705928802,0.35707852244377136,0.7996566295623779,0.7230701446533203,0.6943010687828064,0.27616173028945923
69,0.0001250000059371814,0.2007579207420349,0.3416539430618286,0.814115583896637,0.7382470965385437,0.7037123441696167,0.2606533169746399
70,0.0001250000059371814,0.20619870722293854,0.35253068804740906,0.8086785078048706,0.804394006729126,0.7432489395141602,0.1930484175682068
71,0.0001250000059371814,0.20526866614818573,0.3498343229293823,0.8096112608909607,0.7561979293823242,0.7152580618858337,0.24231195449829102
72,0.0001250000059371814,0.19553419947624207,0.3320976197719574,0.8193494081497192,0.7608956098556519,0.7183353900909424,0.23751461505889893
73,0.0001250000059371814,0.18753667175769806,0.3267017602920532,0.8273504376411438,0.773862898349762,0.7264697551727295,0.22426432371139526
74,0.0001250000059371814,0.1954474300146103,0.33518126606941223,0.8194431662559509,0.7720525860786438,0.7251753211021423,0.22611814737319946
75,0.0001250000059371814,0.19438590109348297,0.333962619304657,0.820507824420929,0.7671014666557312,0.7207608222961426,0.2311808466911316
76,0.0001250000059371814,0.184046670794487,0.32909658551216125,0.8308485746383667,0.7788115739822388,0.7319912314414978,0.21921402215957642
77,0.0001250000059371814,0.186111181974411,0.33038127422332764,0.8287866115570068,0.7462711930274963,0.7100315690040588,0.2524755001068115
78,0.0001250000059371814,0.18418097496032715,0.32001781463623047,0.8307183980941772,0.7712897658348083,0.7323761582374573,0.22690623998641968
